id,name,country,gross,genre,year,star,runtime,rating,tomatometer_status,tomatometer_rating,tomatometer_count,audience_count,audience_top_critics_count,audience_fresh_critics_count,audience_rotten_critics_count
1238,Black Beauty,USA,4630377.0,Adventure,1994,Sean Bean,88,G,Fresh,80,15,74328.0,8,12,3
1239,With Honors,USA,20043254.0,Comedy,1994,Joe Pesci,103,PG-13,Rotten,17,24,20987.0,4,4,20
1240,North,USA,7138449.0,Adventure,1994,Elijah Wood,87,PG,Rotten,14,35,13561.0,13,5,30
1241,No Escape,USA,15340000.0,Action,1994,Ray Liotta,118,R,Rotten,46,153,18061.0,34,71,82
1242,No Escape,USA,27285953.0,Action,2015,Lake Bell,103,R,Rotten,46,153,18061.0,34,71,82
1243,The War,USA,16551365.0,Drama,1994,Elijah Wood,126,PG-13,Rotten,25,16,17368.0,4,4,12
1244,Brainscan,Canada,4264509.0,Comedy,1994,Edward Furlong,96,R,Rotten,20,15,9931.0,2,3,12
1245,The Madness of King George,UK,15238994.0,Biography,1994,Nigel Hawthorne,104,PG-13,Certified Fresh,93,44,8352.0,11,41,3
1246,Fresh,USA,8094616.0,Crime,1994,Sean Nelson,114,R,Fresh,87,39,8027.0,17,34,5
1247,Fresh,USA,8094616.0,Crime,1994,Sean Nelson,114,NR,Fresh,67,9,196.0,4,6,3
1248,Milk Money,USA,18137661.0,Comedy,1994,Melanie Griffith,110,PG-13,Rotten,8,39,18049.0,15,3,36
1249,The Ref,USA,11439193.0,Comedy,1994,Denis Leary,96,R,Certified Fresh,72,54,26979.0,14,39,15
1250,8 Seconds,USA,19604000.0,Biography,1994,Luke Perry,105,PG-13,Rotten,31,13,56343.0,3,4,9
1251,The Chase,USA,8009329.0,Action,1994,Charlie Sheen,100,NR,Fresh,83,6,2767.0,0,5,1
1252,A Low Down Dirty Shame,USA,29392418.0,Action,1994,Keenen Ivory Wayans,100,R,Rotten,0,22,29761.0,8,0,22
1253,Double Dragon,USA,2341309.0,Action,1994,Robert Patrick,96,PG-13,Rotten,13,15,29937.0,4,2,13
1254,Death and the Maiden,UK,2104000.0,Drama,1994,Sigourney Weaver,103,R,Certified Fresh,84,49,7700.0,11,41,8
1255,I.Q.,USA,26372663.0,Comedy,1994,Tim Robbins,100,PG,Rotten,44,25,30134.0,4,11,14
1256,Clifford,USA,7411659.0,Comedy,1994,Martin Short,90,PG,Rotten,10,30,8904.0,9,3,27
1257,Greedy,USA,13145977.0,Comedy,1994,Michael J. Fox,113,PG-13,Rotten,28,18,7817.0,3,5,13
1258,Little Big League,USA,12211068.0,Comedy,1994,Luke Edwards,119,PG,Rotten,31,16,20540.0,3,5,11
1259,3 Ninjas Kick Back,USA,11784000.0,Family,1994,Victor Wong,93,PG,Rotten,15,13,72947.0,7,2,11
1260,Mixed Nuts,USA,6798240.0,Comedy,1994,Steve Martin,97,PG-13,Rotten,10,30,9710.0,7,3,27
1261,Swimming with Sharks,USA,376928.0,Comedy,1994,Kevin Spacey,93,R,Fresh,78,36,11074.0,12,28,8
1262,Drop Zone,USA,28720380.0,Action,1994,Wesley Snipes,101,R,Rotten,41,22,19253.0,4,9,13
1263,Death Wish V: The Face of Death,USA,1702394.0,Action,1994,Charles Bronson,95,R,Rotten,0,5,8572.0,4,0,5
1264,Jason's Lyric,USA,20851521.0,Crime,1994,Allen Payne,120,R,Fresh,61,23,9136.0,9,14,9
1265,Intersection,USA,20928892.0,Drama,1994,Richard Gere,98,R,Rotten,9,32,5885.0,11,3,29
1266,Terminal Velocity,USA,16478900.0,Action,1994,Charlie Sheen,102,PG-13,Rotten,20,25,12368.0,5,5,20
1267,The Paper,USA,38824341.0,Comedy,1994,Michael Keaton,112,R,Fresh,88,34,7294.0,8,30,4
1268,Cabin Boy,USA,3662459.0,Adventure,1994,Chris Elliott,80,PG-13,Rotten,46,26,11650.0,3,12,14
1269,Burnt by the Sun,Russia,2616503.0,Drama,1994,Nikita Mikhalkov,135,R,Fresh,80,15,5608.0,5,12,3
1270,Love Affair,USA,18250211.0,Comedy,1994,Warren Beatty,108,G,Fresh,86,7,1658.0,0,6,1
1271,Love Affair,USA,18250211.0,Comedy,1994,Warren Beatty,108,PG-13,Rotten,30,27,5938.0,5,8,19
1272,I Like It Like That,USA,1777020.0,Comedy,1994,Luna Lauren Velez,104,R,Fresh,80,10,3065.0,4,8,2
1273,I Love Trouble,USA,30806194.0,Action,1994,Nick Nolte,123,PG,Rotten,22,46,20347.0,15,10,36
1274,House Party 3,USA,19281235.0,Comedy,1994,Christopher Reid,100,R,Rotten,0,9,9420.0,1,0,9
1275,Leprechaun 2,USA,2260622.0,Comedy,1994,Warwick Davis,85,R,Rotten,0,16,16256.0,1,0,16
1276,Blankman,USA,7892208.0,Comedy,1994,Damon Wayans,92,PG-13,Rotten,13,15,29013.0,3,2,13
1277,Priest,UK,4176932.0,Drama,1994,Linus Roache,105,PG-13,Rotten,15,99,86566.0,17,15,84
1278,Priest,USA,29136626.0,Action,2011,Paul Bettany,87,PG-13,Rotten,15,99,86566.0,17,15,84
1279,Trading Mom,USA,319123.0,Comedy,1994,Sissy Spacek,100,PG,Rotten,38,8,1061.0,2,3,5
1280,The Scout,USA,2667163.0,Comedy,1994,Albert Brooks,101,PG-13,Rotten,22,23,7505.0,8,5,18
1281,The Secret of Roan Inish,USA,6101600.0,Drama,1994,Jeni Courtney,103,PG,Certified Fresh,95,44,7309.0,15,42,2
1282,Guarding Tess,USA,27053498.0,Comedy,1994,Shirley MacLaine,96,PG-13,Rotten,57,35,19721.0,9,20,15
1283,China Moon,USA,3038499.0,Crime,1994,Ed Harris,99,R,Rotten,40,10,2442.0,1,4,6
1284,Being Human,UK,1519366.0,Comedy,1994,Robin Williams,122,PG-13,Rotten,54,13,3224.0,2,7,6
1285,The Air Up There,USA,21011500.0,Comedy,1994,Kevin Bacon,107,PG,Rotten,21,28,19843.0,8,6,22
1286,Trapped in Paradise,USA,5777916.0,Adventure,1994,Nicolas Cage,111,PG-13,Rotten,10,20,11723.0,8,2,18
1287,Little Odessa,USA,1095885.0,Crime,1994,Tim Roth,98,R,Fresh,61,18,4099.0,4,11,7
1288,The Favor,USA,3134081.0,Comedy,1994,Harley Jane Kozak,97,R,Rotten,27,11,2298.0,3,3,8
1289,Cobb,USA,1007583.0,Biography,1994,Tommy Lee Jones,128,R,Fresh,65,48,6232.0,18,31,17
1290,It Runs in the Family,USA,70936.0,Comedy,1994,Charles Grodin,85,PG-13,Rotten,29,98,5798.0,33,28,70
1291,It Runs in the Family,USA,7375836.0,Comedy,2003,Kirk Douglas,100,PG-13,Rotten,29,98,5798.0,33,28,70
1292,Lassie,USA,9979683.0,Family,1994,Helen Slater,94,PG,Certified Fresh,93,68,48199.0,29,63,5
1293,Farinelli,France,2122948.0,Biography,1994,Stefano Dionisi,111,R,Rotten,58,24,4980.0,7,14,10
1294,A Simple Twist of Fate,USA,3428774.0,Drama,1994,Steve Martin,106,PG-13,Rotten,43,21,10139.0,4,9,12
1295,Amateur,USA,856422.0,Comedy,1994,Isabelle Huppert,105,NR,Fresh,60,5,106.0,0,3,2
1296,Silent Fall,USA,3180674.0,Drama,1994,Richard Dreyfuss,100,R,Rotten,22,18,1452.0,6,4,14
1297,The Glass Shield,France,3313633.0,Crime,1994,Michael Boatman,109,PG-13,Fresh,65,23,1210.0,8,15,8
1298,Barcelona,USA,7266973.0,Comedy,1994,Taylor Nichols,101,PG-13,Fresh,82,34,3727.0,11,28,6
1299,White Fang 2: Myth of the White Wolf,USA,8878839.0,Adventure,1994,Scott Bairstow,100,PG,Fresh,71,7,8826.0,2,5,2
1300,Oleanna,UK,124693.0,Drama,1994,William H. Macy,89,R,Rotten,53,17,1617.0,2,9,8
1301,Jimmy Hollywood,USA,3692874.0,Crime,1994,Joe Pesci,112,R,Rotten,22,23,2251.0,5,5,18
1302,I'll Do Anything,USA,10209111.0,Comedy,1994,Nick Nolte,115,PG-13,Fresh,61,18,1778.0,4,11,7
1303,Radioland Murders,USA,1299060.0,Comedy,1994,Brian Benben,108,PG,Rotten,24,17,2872.0,3,4,13
1304,The Browning Version,UK,464423.0,Drama,1994,Albert Finney,97,NR,Fresh,89,18,740.0,4,16,2
1305,The Browning Version,UK,464423.0,Drama,1994,Albert Finney,97,R,Fresh,78,18,1039.0,4,14,4
1306,Angie,USA,9398308.0,Comedy,1994,Geena Davis,107,R,Rotten,44,16,3806.0,4,7,9
1307,Vanya on 42nd Street,USA,1746050.0,Comedy,1994,Wallace Shawn,119,PG,Fresh,89,36,1429.0,10,32,4
1308,River of Grass,USA,8534.0,Drama,1994,Lisa Bowman,76,NR,Fresh,94,16,199.0,5,15,1
1309,Squanto: A Warrior's Tale,USA,3337685.0,Adventure,1994,Adam Beach,102,PG,Fresh,60,10,2352.0,2,6,4
1310,Dance Me Outside,Canada,304852.0,Comedy,1994,Ryan Rajendra Black,84,R,Fresh,69,13,4786.0,5,9,4
1311,The Monster,Italy,642000.0,Comedy,1994,Roberto Benigni,112,R,Certified Fresh,80,46,4779.0,11,37,9
1312,A Good Man in Africa,South Africa,2308390.0,Comedy,1994,Colin Friels,94,R,Rotten,10,10,673.0,3,1,9
1313,Jumanji,USA,100475249.0,Action,1995,Robin Williams,104,PG,Rotten,54,37,975177.0,8,20,17
1314,Braveheart,USA,75600000.0,Biography,1995,Mel Gibson,178,R,Certified Fresh,77,75,32708456.0,26,58,17
1315,The Usual Suspects,USA,23341568.0,Crime,1995,Kevin Spacey,106,R,Certified Fresh,89,73,434644.0,22,65,8
1316,Clueless,USA,56631572.0,Comedy,1995,Alicia Silverstone,97,PG-13,Certified Fresh,79,63,555735.0,14,50,13
1317,Pocahontas,USA,141600000.0,Animation,1995,Mel Gibson,81,G,Rotten,55,56,560829.0,16,31,25
1318,Toy Story,USA,191796233.0,Animation,1995,Tom Hanks,81,G,Certified Fresh,100,88,1109209.0,27,88,0
1319,Batman Forever,USA,184031112.0,Action,1995,Val Kilmer,121,PG-13,Rotten,39,66,608810.0,18,26,40
1320,GoldenEye,UK,106600000.0,Action,1995,Pierce Brosnan,130,PG-13,Certified Fresh,77,75,285429.0,25,58,17
1321,Casino,France,42438300.0,Crime,1995,Robert De Niro,178,R,Certified Fresh,80,64,284881.0,17,51,13
1322,Showgirls,France,20302961.0,Drama,1995,Elizabeth Berkley,128,NC17,Rotten,22,54,56806.0,15,12,42
1323,Casper,USA,100328194.0,Comedy,1995,Bill Pullman,100,PG,Rotten,46,37,381016.0,11,17,20
1324,Ghost in the Shell,Japan,515905.0,Animation,1995,Atsuko Tanaka,83,R,Certified Fresh,96,51,88231.0,8,49,2
1325,Ghost in the Shell,Japan,515905.0,Animation,1995,Atsuko Tanaka,83,PG-13,Rotten,43,283,39925.0,44,123,160
1326,Friday,USA,27467564.0,Comedy,1995,Ice Cube,91,R,Fresh,78,27,265534.0,8,21,6
1327,Before Sunrise,USA,5535405.0,Drama,1995,Ethan Hawke,101,R,Certified Fresh,100,43,73271.0,6,43,0
1328,Mortal Kombat,USA,70454098.0,Action,1995,Christopher Lambert,101,PG-13,Rotten,47,38,311583.0,9,18,20
1329,Apollo 13,USA,173837933.0,Adventure,1995,Tom Hanks,140,PG,Certified Fresh,95,88,432793.0,32,84,4
1330,Hackers,USA,7564000.0,Comedy,1995,Jonny Lee Miller,107,PG-13,Rotten,33,45,122262.0,16,15,30
1331,Bad Boys,USA,65807024.0,Action,1995,Will Smith,119,R,Rotten,42,62,660442.0,16,26,36
1332,Bad Boys,USA,65807024.0,Action,1995,Will Smith,119,R,Fresh,89,19,61564.0,4,17,2
1333,Billy Madison,USA,25588750.0,Comedy,1995,Adam Sandler,89,PG-13,Rotten,40,47,765771.0,7,19,28
1334,Waterworld,USA,88246220.0,Action,1995,Kevin Costner,135,PG-13,Rotten,45,58,230475.0,12,26,32
1335,Congo,USA,81022101.0,Action,1995,Laura Linney,109,PG-13,Rotten,22,49,60479.0,14,11,38
1336,Get Shorty,USA,72077000.0,Comedy,1995,Gene Hackman,105,R,Certified Fresh,87,55,62050.0,18,48,7
1337,The American President,USA,65000000.0,Comedy,1995,Michael Douglas,114,PG-13,Certified Fresh,91,55,55037.0,19,50,5
1338,Tank Girl,USA,4064333.0,Action,1995,Lori Petty,104,R,Rotten,38,39,49619.0,12,15,24
1339,Powder,USA,30862146.0,Drama,1995,Mary Steenburgen,111,PG-13,Rotten,50,20,51682.0,5,10,10
1340,Species,USA,60074103.0,Action,1995,Natasha Henstridge,108,R,Rotten,43,65,49588.0,16,28,37
1341,Empire Records,USA,303841.0,Comedy,1995,Anthony LaPaglia,90,PG-13,Rotten,29,34,181554.0,8,10,24
1342,Four Rooms,USA,4301331.0,Comedy,1995,Tim Roth,98,R,Rotten,14,44,55581.0,13,6,38
1343,La Haine,France,309811.0,Crime,1995,Vincent Cassel,98,R,Fresh,100,25,40729.0,7,25,0
1344,Major Payne,USA,29412050.0,Adventure,1995,Damon Wayans,100,PG-13,Rotten,33,12,162790.0,3,4,8
1345,Judge Dredd,USA,34693481.0,Action,1995,Sylvester Stallone,96,R,Rotten,17,52,132498.0,11,9,43
1346,A Goofy Movie,USA,35348597.0,Animation,1995,Bill Farmer,78,G,Rotten,44,18,357852.0,5,8,10
1347,Village of the Damned,USA,9417567.0,Horror,1995,Christopher Reeve,99,R,Fresh,92,26,9630.0,4,24,2
1348,Village of the Damned,USA,9417567.0,Horror,1995,Christopher Reeve,99,R,Rotten,29,34,35727.0,5,10,24
1349,Tommy Boy,USA,32700000.0,Adventure,1995,Chris Farley,97,PG-13,Rotten,42,43,252300.0,8,18,25
1350,A Little Princess,USA,10019307.0,Drama,1995,Liesel Matthews,97,G,Fresh,97,34,240405.0,9,33,1
1351,The Brady Bunch Movie,USA,46576136.0,Comedy,1995,Shelley Long,90,PG-13,Fresh,62,42,48528.0,14,26,16
1352,Dead Man Walking,UK,39387284.0,Crime,1995,Susan Sarandon,122,R,Certified Fresh,95,61,61831.0,20,58,3
1353,Grumpier Old Men,USA,69870000.0,Comedy,1995,Walter Matthau,101,PG-13,Rotten,17,18,70126.0,5,3,15
1354,Now and Then,USA,27400000.0,Comedy,1995,Christina Ricci,100,PG-13,Rotten,28,18,76124.0,5,5,13
1355,Copycat,USA,32051917.0,Drama,1995,Sigourney Weaver,123,R,Fresh,78,37,41088.0,6,29,8
1356,Dolores Claiborne,USA,24361867.0,Crime,1995,Kathy Bates,132,R,Certified Fresh,84,43,30229.0,11,36,7
1357,Outbreak,USA,67823573.0,Action,1995,Dustin Hoffman,127,R,Rotten,57,44,104818.0,11,25,19
1358,Dead Man,USA,1037847.0,Drama,1995,Johnny Depp,121,R,Fresh,71,51,55373.0,14,36,15
1359,Crimson Tide,USA,91400000.0,Action,1995,Gene Hackman,116,R,Certified Fresh,88,48,61266.0,12,42,6
1360,The Bridges of Madison County,USA,71516617.0,Drama,1995,Clint Eastwood,135,PG-13,Certified Fresh,90,58,48135.0,19,52,6
1361,Dangerous Minds,USA,84919401.0,Biography,1995,Michelle Pfeiffer,99,R,Rotten,28,39,102991.0,12,11,28
1362,To Die For,USA,21284514.0,Comedy,1995,Nicole Kidman,106,R,Certified Fresh,88,57,34834.0,15,50,7
1363,Kicking and Screaming,USA,704543.0,Comedy,1995,Josh Hamilton,96,R,Rotten,55,38,8596.0,14,21,17
1364,Mallrats,USA,2122561.0,Comedy,1995,Shannen Doherty,94,R,Rotten,56,45,220078.0,11,25,20
1365,Under Siege 2: Dark Territory,USA,50024083.0,Action,1995,Steven Seagal,100,R,Rotten,37,30,47490.0,4,11,19
1366,Johnny Mnemonic,Canada,19076000.0,Action,1995,Keanu Reeves,100,R,Rotten,13,31,51856.0,6,4,27
1367,Higher Learning,USA,38290723.0,Crime,1995,Omar Epps,127,R,Rotten,45,40,20706.0,13,18,22
1368,A Walk in the Clouds,USA,50012507.0,Drama,1995,Keanu Reeves,102,PG-13,Rotten,44,27,62202.0,4,12,15
1369,Assassins,France,30306268.0,Action,1995,Sylvester Stallone,132,R,Rotten,15,48,60245.0,8,7,41
1370,Sabrina,Germany,53672080.0,Comedy,1995,Harrison Ford,127,G,Fresh,92,37,55264.0,8,34,3
1371,Sabrina,Germany,53672080.0,Comedy,1995,Harrison Ford,127,PG,Fresh,65,48,52222.0,18,31,17
1372,Cutthroat Island,USA,10017322.0,Action,1995,Geena Davis,124,PG-13,Rotten,38,40,21777.0,10,15,25
1373,The Net,USA,50727965.0,Action,1995,Sandra Bullock,114,PG,Rotten,40,48,102452.0,11,19,29
1374,The Indian in the Cupboard,USA,35617599.0,Drama,1995,Hal Scardino,96,PG,Fresh,73,22,60718.0,3,16,6
1375,Mr. Holland's Opus,USA,82569971.0,Drama,1995,Richard Dreyfuss,143,PG,Fresh,75,28,54713.0,7,21,7
1376,The Scarlet Letter,USA,10400000.0,Drama,1995,Demi Moore,135,R,Rotten,13,38,20452.0,15,5,33
1377,Vampire in Brooklyn,USA,19751736.0,Comedy,1995,Eddie Murphy,100,R,Rotten,10,29,51391.0,10,3,26
1378,Balto,USA,11268750.0,Animation,1995,Kevin Bacon,100,G,Rotten,54,24,71717.0,11,13,11
1379,A Kid in King Arthur's Court,USA,13406717.0,Adventure,1995,Thomas Ian Nicholas,89,PG,Rotten,5,21,74125.0,8,1,20
1380,The Prophecy,USA,16115878.0,Action,1995,Christopher Walken,98,R,Rotten,43,23,29497.0,2,10,13
1381,When Night Is Falling,Canada,1194152.0,Drama,1995,Pascale Bussières,94,NC17,Rotten,50,16,4920.0,4,8,8
1382,Welcome to the Dollhouse,USA,4771000.0,Comedy,1995,Heather Matarazzo,88,R,Certified Fresh,90,51,33476.0,9,46,5
1383,Wild Bill,USA,2167808.0,Action,1995,Jeff Bridges,98,R,Rotten,42,24,6045.0,4,10,14
1384,Wild Bill,USA,2167808.0,Action,1995,Jeff Bridges,98,NR,Fresh,100,26,7300.0,3,26,0
1385,The Baby-Sitters Club,USA,9685976.0,Comedy,1995,Schuyler Fisk,94,PG,Fresh,67,15,9959.0,7,10,5
1386,Total Eclipse,UK,339889.0,Biography,1995,Leonardo DiCaprio,111,R,Rotten,25,16,7748.0,4,4,12
1387,Nixon,USA,13560960.0,Biography,1995,Anthony Hopkins,192,R,Certified Fresh,74,62,12613.0,19,46,16
1388,Jade,USA,9795017.0,Crime,1995,David Caruso,95,R,Rotten,14,29,7192.0,8,4,25
1389,The Big Green,USA,17725500.0,Comedy,1995,Steve Guttenberg,100,PG,Rotten,0,5,36195.0,1,0,5
1390,Lord of Illusions,USA,13293081.0,Horror,1995,Scott Bakula,109,R,Fresh,61,23,11246.0,2,14,9
1391,Rumble in the Bronx,Hong Kong,32392047.0,Action,1995,Jackie Chan,104,R,Certified Fresh,80,55,59547.0,17,44,11
1392,Safe,UK,512245.0,Drama,1995,Julianne Moore,119,R,Rotten,58,109,110304.0,30,63,46
1393,Safe,USA,17142080.0,Action,2012,Jason Statham,94,R,Rotten,58,109,110304.0,30,63,46
1394,Just Cause,USA,36853222.0,Action,1995,Sean Connery,102,R,Rotten,24,29,14296.0,9,7,22
1395,How to Make an American Quilt,USA,23574130.0,Comedy,1995,Winona Ryder,117,PG-13,Fresh,61,33,11383.0,12,20,13
1396,The Last Supper,USA,442965.0,Comedy,1995,Cameron Diaz,92,R,Fresh,63,35,8016.0,13,22,13
1397,Othello,USA,2112951.0,Drama,1995,Laurence Fishburne,123,R,Fresh,67,39,8760.0,12,26,13
1398,Something to Talk About,USA,50892160.0,Comedy,1995,Julia Roberts,106,R,Rotten,39,28,42007.0,10,11,17
1399,Waiting to Exhale,USA,67052156.0,Comedy,1995,Whitney Houston,124,R,Rotten,56,27,38207.0,11,15,12
1400,Murder in the First,USA,17382000.0,Drama,1995,Christian Slater,122,R,Rotten,50,36,21984.0,11,18,18
1401,Free Willy 2: The Adventure Home,France,30077111.0,Adventure,1995,Jason James Richter,95,PG,Rotten,31,16,69083.0,5,5,11
1402,Sudden Death,USA,20350171.0,Action,1995,Jean-Claude Van Damme,111,R,Rotten,51,35,34223.0,11,18,17
1403,Nine Months,USA,69700000.0,Comedy,1995,Hugh Grant,103,PG-13,Rotten,26,27,60567.0,7,7,20
1404,Clockers,USA,13040603.0,Crime,1995,Harvey Keitel,128,R,Fresh,69,51,9798.0,15,35,16
1405,Operation Dumbo Drop,USA,24700000.0,Action,1995,Danny Glover,107,PG,Rotten,31,26,31987.0,4,8,18
1406,Man of the House,USA,40070995.0,Comedy,1995,Chevy Chase,96,PG,Rotten,14,14,55679.0,1,2,12
1407,Man of the House,USA,40070995.0,Comedy,1995,Chevy Chase,96,PG-13,Rotten,9,65,61600.0,21,6,59
1408,Man of the House,USA,19699706.0,Action,2005,Tommy Lee Jones,100,PG,Rotten,14,14,55679.0,1,2,12
1409,Man of the House,USA,19699706.0,Action,2005,Tommy Lee Jones,100,PG-13,Rotten,9,65,61600.0,21,6,59
1410,Things to Do in Denver When You're Dead,USA,529766.0,Crime,1995,Andy Garcia,115,R,Rotten,33,27,13345.0,5,9,18
1411,Canadian Bacon,USA,178104.0,Comedy,1995,John Candy,91,R,Rotten,14,14,34292.0,2,2,12
1412,Tom and Huck,USA,23735802.0,Adventure,1995,Jonathan Taylor Thomas,97,PG,Rotten,25,8,39480.0,2,2,6
1413,The Doom Generation,USA,259319.0,Action,1995,James Duval,83,R,Rotten,47,34,9345.0,15,16,18
1414,Living in Oblivion,USA,1148752.0,Comedy,1995,Steve Buscemi,90,R,Fresh,88,32,7861.0,6,28,4
1415,Smoke,Germany,8349430.0,Comedy,1995,Harvey Keitel,112,R,Fresh,93,29,10552.0,6,27,2
1416,Devil in a Blue Dress,USA,16030096.0,Crime,1995,Denzel Washington,102,R,Certified Fresh,88,57,10476.0,17,50,7
1417,The Crossing Guard,USA,832910.0,Drama,1995,Jack Nicholson,111,R,Fresh,75,28,7491.0,6,21,7
1418,Money Train,USA,35324232.0,Action,1995,Wesley Snipes,110,R,Rotten,22,32,50168.0,10,7,25
1419,Delta of Venus,USA,62949.0,Drama,1995,Audie England,99,R,Rotten,0,5,1033.0,0,0,5
1420,Nick of Time,USA,8169363.0,Action,1995,Johnny Depp,90,R,Rotten,32,31,57365.0,5,10,21
1421,Home for the Holidays,USA,17518220.0,Comedy,1995,Holly Hunter,103,PG-13,Fresh,63,49,12414.0,13,31,18
1422,Kiss of Death,USA,14942422.0,Action,1995,David Caruso,101,NR,Fresh,88,16,2044.0,2,14,2
1423,Richard III,UK,2600000.0,Drama,1995,Ian McKellen,110,R,Certified Fresh,94,50,7007.0,16,47,3
1424,Richard III,UK,2600000.0,Drama,1995,Ian McKellen,110,NR,Fresh,82,17,2216.0,4,14,3
1425,Losing Isaiah,USA,7603766.0,Drama,1995,Jessica Lange,111,R,Rotten,45,29,10142.0,10,13,16
1426,Boys on the Side,USA,23450000.0,Comedy,1995,Whoopi Goldberg,115,R,Fresh,74,35,35203.0,9,26,9
1427,Tall Tale,USA,8247627.0,Adventure,1995,Patrick Swayze,98,PG,Rotten,50,20,5108.0,7,10,10
1428,The Brothers McMullen,USA,10246600.0,Comedy,1995,Jack Mulcahy,98,R,Fresh,89,36,6168.0,8,32,4
1429,Fair Game,USA,11534477.0,Action,1995,William Baldwin,91,R,Rotten,12,25,9397.0,8,3,22
1430,Fair Game,USA,11534477.0,Action,1995,William Baldwin,91,PG-13,Certified Fresh,79,173,28639.0,42,136,37
1431,Fair Game,USA,9528092.0,Biography,2010,Naomi Watts,108,R,Rotten,12,25,9397.0,8,3,22
1432,Fair Game,USA,9528092.0,Biography,2010,Naomi Watts,108,PG-13,Certified Fresh,79,173,28639.0,42,136,37
1433,Angus,UK,4821759.0,Comedy,1995,Charlie Talbert,90,PG-13,Rotten,40,10,7217.0,4,4,6
1434,Heavy,USA,986128.0,Drama,1995,Pruitt Taylor Vince,105,R,Fresh,86,28,1687.0,6,24,4
1435,The Incredibly True Adventure of Two Girls in Love,USA,1977544.0,Comedy,1995,Laurel Holloman,94,R,Fresh,70,10,6462.0,3,7,3
1436,Forget Paris,USA,33194500.0,Comedy,1995,Billy Crystal,101,PG-13,Rotten,50,34,9800.0,10,17,17
1437,Fluke,USA,3987649.0,Drama,1995,Matthew Modine,96,PG,Rotten,27,11,9005.0,4,3,8
1438,Candyman: Farewell to the Flesh,USA,13940383.0,Horror,1995,Tony Todd,93,R,Rotten,28,18,51567.0,2,5,13
1439,Restoration,USA,4100000.0,Biography,1995,Robert Downey Jr.,117,R,Fresh,70,33,3895.0,12,23,10
1440,Miami Rhapsody,USA,5221281.0,Comedy,1995,Sarah Jessica Parker,95,PG-13,Rotten,45,20,4263.0,4,9,11
1441,Blue in the Face,USA,1275999.0,Comedy,1995,Harvey Keitel,83,R,Rotten,41,22,4759.0,4,9,13
1442,The Hunted,USA,6607652.0,Action,1995,Christopher Lambert,100,R,Rotten,29,148,41227.0,37,43,105
1443,The Hunted,USA,34238611.0,Action,2003,Tommy Lee Jones,94,R,Rotten,29,148,41227.0,37,43,105
1444,Houseguest,USA,26325256.0,Comedy,1995,Sinbad,113,PG,Rotten,14,21,11127.0,6,3,18
1445,Hideaway,USA,12201255.0,Fantasy,1995,Jeff Goldblum,106,R,Rotten,14,14,6561.0,5,2,12
1446,Jury Duty,USA,17014653.0,Comedy,1995,Pauly Shore,88,PG-13,Rotten,0,12,14963.0,3,0,12
1447,Never Talk to Strangers,USA,6849998.0,Crime,1995,Rebecca De Mornay,86,R,Rotten,15,20,5463.0,6,3,17
1448,The Flower of My Secret,Spain,1162000.0,Drama,1995,Marisa Paredes,103,R,Fresh,83,24,6331.0,10,20,4
1449,Mad Love,USA,15453274.0,Drama,1995,Chris O'Donnell,93,PG-13,Rotten,28,25,19977.0,9,7,18
1450,Mad Love,USA,15453274.0,Drama,1995,Chris O'Donnell,93,R,Rotten,48,50,1502.0,18,24,26
1451,Jefferson in Paris,USA,2474000.0,Biography,1995,Nick Nolte,139,PG-13,Rotten,31,16,1266.0,5,5,11
1452,Bad Company,USA,3700000.0,Crime,1995,Ellen Barkin,108,PG,Fresh,91,11,2293.0,4,10,1
1453,Bad Company,USA,3700000.0,Crime,1995,Ellen Barkin,108,R,Rotten,27,11,5709.0,3,3,8
1454,Bad Company,USA,3700000.0,Crime,1995,Ellen Barkin,108,PG-13,Rotten,10,135,56684.0,35,14,121
1455,Bad Company,USA,30160161.0,Action,2002,Anthony Hopkins,116,PG,Fresh,91,11,2293.0,4,10,1
1456,Bad Company,USA,30160161.0,Action,2002,Anthony Hopkins,116,R,Rotten,27,11,5709.0,3,3,8
1457,Bad Company,USA,30160161.0,Action,2002,Anthony Hopkins,116,PG-13,Rotten,10,135,56684.0,35,14,121
1458,New Jersey Drive,USA,3565508.0,Crime,1995,Shar-Ron Corley,98,R,Fresh,64,11,4471.0,5,7,4
1459,Funny Bones,UK,532268.0,Comedy,1995,Jerry Lewis,128,R,Fresh,61,18,4363.0,3,11,7
1460,An Awfully Big Adventure,UK,258195.0,Comedy,1995,Hugh Grant,112,R,Rotten,36,14,5005.0,4,5,9
1461,Moonlight and Valentino,UK,2488858.0,Comedy,1995,Elizabeth Perkins,105,R,Rotten,15,13,5365.0,3,2,11
1462,Beyond Rangoon,UK,5750110.0,Action,1995,Patricia Arquette,100,R,Rotten,39,33,8036.0,11,13,20
1463,Jeffrey,USA,3487767.0,Comedy,1995,Steven Weber,92,R,Fresh,68,28,4570.0,9,19,9
1464,The Amazing Panda Adventure,USA,7506759.0,Family,1995,Stephen Lang,100,PG,Rotten,20,10,8897.0,3,2,8
1465,Carrington,UK,3242342.0,Biography,1995,Emma Thompson,121,R,Rotten,52,23,3486.0,8,12,11
1466,Georgia,USA,1110104.0,Drama,1995,Jennifer Jason Leigh,115,R,Fresh,80,25,1722.0,7,20,5
