id,name,country,gross,genre,year,star,runtime,rating,tomatometer_status,tomatometer_rating,tomatometer_count,audience_count,audience_top_critics_count,audience_fresh_critics_count,audience_rotten_critics_count
1757,Anna Karenina,UK,12816367.0,Drama,2012,Keira Knightley,129,R,Fresh,62,189,52616.0,47,118,71
5272,The Jungle Book,UK,364001123.0,Adventure,2016,Neel Sethi,106,PG,Certified Fresh,95,316,94379.0,50,299,17
4543,The Five-Year Engagement,USA,28835528.0,Comedy,2012,Jason Segel,124,R,Fresh,63,173,266995.0,44,109,64
4045,The Joneses,USA,1474508.0,Drama,2009,Demi Moore,96,R,Fresh,62,126,20802.0,34,78,48
2870,Camp,USA,1628154.0,Comedy,2003,Don Dixon,114,PG-13,Fresh,64,107,11369.0,31,68,39
5058,Tomorrowland,USA,93436322.0,Action,2015,George Clooney,130,PG,Rotten,50,285,87687.0,49,142,143
1349,Tommy Boy,USA,32700000.0,Adventure,1995,Chris Farley,97,PG-13,Rotten,42,43,252300.0,8,18,25
3024,The Perfect Score,USA,10387706.0,Comedy,2004,Scarlett Johansson,93,PG-13,Rotten,16,109,50747.0,33,17,92
585,Gremlins 2: The New Batch,USA,41482207.0,Comedy,1990,Zach Galligan,106,PG-13,Fresh,69,45,268148.0,11,31,14
3695,Lucky You,USA,5755286.0,Drama,2007,Eric Bana,124,PG-13,Rotten,29,142,207241.0,46,41,101
197,The Stepfather,UK,2488740.0,Horror,1987,Terry O'Quinn,89,R,Fresh,88,32,3318.0,8,28,4
551,"Bert Rigby, You're a Fool",USA,75868.0,Comedy,1989,Robert Lindsay,94,R,Rotten,40,5,94.0,1,2,3
2561,Soul Survivors,USA,3100650.0,Drama,2001,Melissa Sagemiller,84,PG-13,Rotten,4,48,11376.0,14,2,46
3383,United 93,USA,31567134.0,Drama,2006,David Alan Basche,111,R,Certified Fresh,90,210,129248.0,48,189,21
2978,Resident Evil: Apocalypse,Germany,51201453.0,Action,2004,Milla Jovovich,94,R,Rotten,20,129,407890.0,29,26,103
629,Hardware,UK,5728953.0,Sci-Fi,1990,Dylan McDermott,94,R,Rotten,50,12,5416.0,2,6,6
3080,Undertow,USA,24947.0,Drama,2004,Jamie Bell,108,R,Rotten,55,120,7298.0,38,66,54
2595,We Were Soldiers,USA,78122718.0,Action,2002,Mel Gibson,138,R,Fresh,63,146,203162.0,39,92,54
1207,Color of Night,USA,19721814.0,Mystery,1994,Bruce Willis,121,R,Rotten,21,47,17073.0,14,10,37
2737,Pinocchio,Italy,3684305.0,Comedy,2002,Roberto Benigni,108,G,Rotten,0,54,8930.0,19,0,54
3260,Beauty Shop,USA,36351350.0,Comedy,2005,Queen Latifah,105,PG-13,Rotten,38,117,65149.0,32,44,73
4053,Broken Embraces,Spain,5014305.0,Drama,2009,Penélope Cruz,127,R,Certified Fresh,81,154,20504.0,44,125,29
2353,Psycho Beach Party,Australia,265107.0,Comedy,2000,Lauren Ambrose,95,NR,Rotten,53,32,8607.0,7,17,15
430,Back to the Future Part II,USA,118500000.0,Adventure,1989,Michael J. Fox,108,PG,Fresh,65,60,749814.0,16,39,21
502,Skin Deep,USA,19674852.0,Comedy,1989,John Ritter,97,R,Rotten,38,16,2811.0,1,6,10
2185,In Dreams,USA,12017369.0,Drama,1999,Annette Bening,100,R,Rotten,24,50,8545.0,12,12,38
4090,Insidious,USA,54009150.0,Horror,2010,Patrick Wilson,103,PG-13,Fresh,66,175,130571.0,34,115,60
1489,Romeo + Juliet,USA,46351345.0,Drama,1996,Leonardo DiCaprio,120,PG-13,Fresh,72,64,571997.0,19,46,18
1619,Night Falls on Manhattan,USA,9881286.0,Crime,1996,Andy Garcia,113,R,Fresh,68,28,1684.0,6,19,9
488,We're No Angels,USA,10555348.0,Comedy,1989,Robert De Niro,106,PG-13,Rotten,47,19,8674.0,2,9,10
2324,My Dog Skip,USA,34099640.0,Comedy,2000,Frankie Muniz,95,PG,Fresh,73,82,46381.0,25,60,22
1920,The Siege,USA,40981289.0,Action,1998,Denzel Washington,116,R,Rotten,44,62,53735.0,13,27,35
3390,The Queen,UK,56441711.0,Biography,2006,Helen Mirren,103,NR,Fresh,95,19,22.0,5,18,1
3090,Godsend,Canada,14379751.0,Drama,2004,Robert De Niro,102,PG-13,Rotten,4,139,40375.0,41,6,133
1837,The Big Lebowski,USA,17451873.0,Comedy,1998,Jeff Bridges,117,R,Certified Fresh,82,100,355746.0,19,82,18
4472,Atlas Shrugged: Part I,USA,4752353.0,Drama,2011,Taylor Schilling,97,PG-13,Rotten,12,51,16971.0,19,6,45
1363,Kicking and Screaming,USA,704543.0,Comedy,1995,Josh Hamilton,96,R,Rotten,55,38,8596.0,14,21,17
4915,The Book of Life,USA,50151543.0,Animation,2014,Diego Luna,95,NR,Fresh,89,9,1416.0,0,8,1
1736,Wilde,UK,2157701.0,Biography,1997,Stephen Fry,118,R,Fresh,71,49,9095.0,13,35,14
4940,Horrible Bosses 2,USA,54445357.0,Comedy,2014,Jason Bateman,108,R,Rotten,34,154,58563.0,35,52,102
1347,Village of the Damned,USA,9417567.0,Horror,1995,Christopher Reeve,99,R,Fresh,92,26,9630.0,4,24,2
123,Nobody's Fool,USA,39487686.0,Comedy,1994,Paul Newman,110,R,Rotten,23,40,590.0,11,9,31
2236,Erin Brockovich,USA,125595205.0,Biography,2000,Julia Roberts,131,R,Certified Fresh,84,145,418554.0,38,122,23
751,Necessary Roughness,USA,26255594.0,Comedy,1991,Scott Bakula,108,PG-13,Rotten,31,29,9513.0,11,9,20
457,Teen Witch,USA,27843.0,Comedy,1989,Robyn Lively,90,PG-13,Rotten,38,8,12504.0,0,3,5
2937,The Girl Next Door,USA,14589444.0,Comedy,2004,Emile Hirsch,108,R,Rotten,56,159,398071.0,35,89,70
1007,A Bronx Tale,USA,17266971.0,Crime,1993,Robert De Niro,121,R,Fresh,97,30,66726.0,5,29,1
2772,Big Fish,USA,66257002.0,Adventure,2003,Ewan McGregor,125,PG-13,Certified Fresh,75,218,498181.0,46,164,54
4306,We Bought a Zoo,USA,75624550.0,Comedy,2011,Matt Damon,124,PG,Fresh,64,166,131972.0,47,107,59
2601,Men in Black II,USA,190418803.0,Action,2002,Tommy Lee Jones,88,PG-13,Rotten,39,197,925896.0,40,76,121
3364,RV,UK,71726025.0,Adventure,2006,Robin Williams,99,PG,Rotten,23,122,306137.0,36,28,94
2302,Rules of Engagement,UK,61335230.0,Drama,2000,Tommy Lee Jones,128,R,Rotten,36,96,49499.0,25,35,61
1019,Philadelphia,USA,77324422.0,Drama,1993,Tom Hanks,125,PG-13,Certified Fresh,80,54,183207.0,10,43,11
273,Beetlejuice,USA,73707461.0,Comedy,1988,Alec Baldwin,92,PG,Certified Fresh,84,56,916690.0,16,47,9
937,The Babe,USA,17530973.0,Biography,1992,John Goodman,100,PG,Rotten,46,37,7352.0,14,17,20
3441,Glory Road,USA,42643187.0,Biography,2006,Josh Lucas,118,PG,Rotten,56,151,338641.0,36,84,67
3862,Hell Ride,USA,194287.0,Action,2008,Larry Bishop,84,R,Rotten,10,59,5515.0,21,6,53
4921,If I Stay,USA,50474843.0,Drama,2014,Chloë Grace Moretz,107,PG-13,Rotten,36,138,48840.0,37,49,89
167,Overboard,USA,26713187.0,Comedy,1987,Goldie Hawn,106,PG,Rotten,45,29,68284.0,4,13,16
3539,Margot at the Wedding,USA,1959420.0,Comedy,2007,Nicole Kidman,93,R,Rotten,52,169,22011.0,44,88,81
4143,Hot Tub Time Machine,USA,50287556.0,Comedy,2010,John Cusack,101,R,Fresh,63,207,166974.0,49,131,76
1421,Home for the Holidays,USA,17518220.0,Comedy,1995,Holly Hunter,103,PG-13,Fresh,63,49,12414.0,13,31,18
4330,The Good Doctor,USA,4106.0,Drama,2011,Orlando Bloom,91,PG-13,Fresh,66,29,4023.0,11,19,10
988,Just Another Girl on the I.R.T.,USA,479169.0,Drama,1992,Ariyan A. Johnson,92,R,Fresh,65,23,1396.0,10,15,8
2317,Proof of Life,USA,32598931.0,Action,2000,Meg Ryan,135,R,Rotten,39,117,47146.0,33,46,71
681,Crazy People,USA,13236513.0,Comedy,1990,Dudley Moore,90,R,Rotten,37,19,4853.0,4,7,12
4468,In the Land of Blood and Honey,USA,303877.0,Drama,2011,Zana Marjanovic,100,R,Rotten,56,79,5710.0,38,44,35
5381,The Darkness,USA,10732841.0,Horror,2016,Kevin Bacon,92,PG-13,Rotten,3,32,6668.0,5,1,31
913,Mom and Dad Save the World,USA,2034470.0,Adventure,1992,Teri Garr,88,PG,Rotten,9,23,9401.0,7,2,21
2424,Scary Movie 2,USA,71308997.0,Comedy,2001,Anna Faris,83,R,Rotten,15,109,682770.0,31,16,93
4676,Now You See Me,USA,117723989.0,Crime,2013,Jesse Eisenberg,115,PG-13,Rotten,50,165,179084.0,34,83,82
4920,The Drop,USA,10724389.0,Crime,2014,Tom Hardy,106,R,Certified Fresh,89,196,34435.0,46,175,21
1796,One Night Stand,USA,2618335.0,Drama,1997,Wesley Snipes,102,R,Rotten,32,31,4565.0,9,10,21
1327,Before Sunrise,USA,5535405.0,Drama,1995,Ethan Hawke,101,R,Certified Fresh,100,43,73271.0,6,43,0
818,The Butcher's Wife,USA,9689816.0,Comedy,1991,Demi Moore,107,PG-13,Rotten,25,16,7624.0,3,4,12
3203,Ice Princess,USA,24381334.0,Comedy,2005,Michelle Trachtenberg,98,G,Rotten,51,107,210895.0,33,55,52
4741,Locke,UK,1361423.0,Drama,2013,Tom Hardy,85,R,Certified Fresh,90,210,27867.0,52,190,20
4372,Attack the Block,UK,1024175.0,Action,2011,John Boyega,88,R,Certified Fresh,90,174,33898.0,38,156,18
5371,Denial,UK,4072226.0,Biography,2016,Rachel Weisz,109,PG-13,Certified Fresh,82,162,9303.0,38,133,29
2363,Waking the Dead,USA,327418.0,Drama,2000,Billy Crudup,105,R,Rotten,51,55,5006.0,13,28,27
3404,Failure to Launch,USA,88715192.0,Comedy,2006,Matthew McConaughey,97,PG-13,Rotten,24,150,438380.0,41,36,114
3410,The Pink Panther,USA,82226474.0,Adventure,2006,Steve Martin,93,NR,Fresh,90,31,57463.0,1,28,3
2010,Permanent Midnight,USA,1166199.0,Biography,1998,Ben Stiller,88,R,Rotten,58,53,5651.0,12,31,22
1386,Total Eclipse,UK,339889.0,Biography,1995,Leonardo DiCaprio,111,R,Rotten,25,16,7748.0,4,4,12
2925,Saw,USA,56000369.0,Horror,2004,Cary Elwes,103,R,Rotten,49,184,852554.0,43,91,93
1159,Morning Glory,USA,31011732.0,Comedy,2010,Rachel McAdams,100,PG-13,Rotten,55,178,50238.0,49,98,80
2637,Maid in Manhattan,USA,94011225.0,Comedy,2002,Jennifer Lopez,105,PG-13,Rotten,39,150,467592.0,40,58,92
4298,X-Men: First Class,USA,146408305.0,Action,2011,James McAvoy,132,PG-13,Certified Fresh,86,290,184330.0,53,250,40
1221,The Last Seduction,UK,6138485.0,Crime,1994,Linda Fiorentino,110,R,Certified Fresh,94,51,6456.0,13,48,3
2375,Timecode,USA,945041.0,Drama,2000,Jeanne Tripplehorn,97,R,Fresh,68,81,5053.0,24,55,26
4351,Cars 2,USA,191452396.0,Animation,2011,Owen Wilson,106,G,Rotten,39,215,103439.0,49,83,132
5125,Home,USA,177397510.0,Animation,2015,Jim Parsons,94,PG,Rotten,50,131,56104.0,32,65,66
2877,The In-Laws,USA,20440627.0,Action,2003,Albert Brooks,100,PG-13,Fresh,87,23,4812.0,0,20,3
2583,The Lord of the Rings: The Two Towers,USA,342551365.0,Adventure,2002,Elijah Wood,179,PG-13,Certified Fresh,95,252,1341428.0,50,240,12
4551,Red Dawn,USA,44806783.0,Action,2012,Chris Hemsworth,93,PG-13,Rotten,14,140,66641.0,38,19,121
5149,The Boy Next Door,USA,35385560.0,Mystery,2015,Jennifer Lopez,91,R,Rotten,11,133,28705.0,37,14,119
4129,Date Night,USA,98711404.0,Comedy,2010,Steve Carell,88,PG-13,Fresh,66,228,230423.0,48,151,77
194,House II: The Second Story,USA,7800000.0,Comedy,1987,Arye Gross,88,PG-13,Rotten,9,11,8391.0,0,1,10
5289,Criminal,USA,14268533.0,Action,2016,Kevin Costner,113,R,Fresh,69,124,6702.0,36,85,39
2605,The Hot Chick,USA,35081594.0,Comedy,2002,Rob Schneider,104,PG-13,Rotten,22,83,475149.0,25,18,65
2928,Hellboy,USA,59623958.0,Action,2004,Ron Perlman,122,PG-13,Certified Fresh,81,201,458858.0,44,163,38
1919,Sphere,USA,37020277.0,Drama,1998,Dustin Hoffman,134,PG-13,Rotten,12,51,58504.0,15,6,45
5241,Moonlight,USA,27850912.0,Drama,2016,Mahershala Ali,111,R,Certified Fresh,98,365,44816.0,59,358,7
4936,The Judge,USA,47119388.0,Crime,2014,Robert Downey Jr.,141,R,Rotten,48,198,47708.0,46,95,103
2684,The Master of Disguise,USA,40363530.0,Adventure,2002,Dana Carvey,80,PG,Rotten,1,104,59040.0,34,1,103
3241,Kicking & Screaming,USA,52580895.0,Comedy,2005,Will Ferrell,95,PG,Rotten,40,141,70215.0,37,57,84
2861,Radio,USA,52277485.0,Biography,2003,Cuba Gooding Jr.,109,PG,Rotten,36,121,171008.0,36,43,78
4712,G.I. Joe: Retaliation,USA,122523060.0,Action,2013,Dwayne Johnson,110,PG-13,Rotten,29,173,199061.0,38,50,123
2405,The Fast and the Furious,USA,144533925.0,Action,2001,Vin Diesel,106,PG-13,Rotten,53,149,1043882.0,37,79,70
2340,Bless the Child,USA,29374178.0,Crime,2000,Kim Basinger,107,R,Rotten,3,111,35252.0,35,3,108
3562,Resident Evil: Extinction,France,50648679.0,Action,2007,Milla Jovovich,94,R,Rotten,24,99,390490.0,18,24,75
1125,Mr. Jones,USA,8315975.0,Drama,1993,Richard Gere,114,PG-13,Rotten,50,10,461.0,2,5,5
420,Out of the Dark,USA,419428.0,Comedy,1988,Cameron Dye,89,R,Rotten,50,6,251.0,0,3,3
1925,The Replacement Killers,USA,18967571.0,Action,1998,Yun-Fat Chow,87,R,Rotten,35,34,34263.0,7,12,22
4353,The Adventures of Tintin,USA,77591831.0,Animation,2011,Jamie Bell,107,PG,Certified Fresh,73,225,77379.0,48,165,60
1671,Lolita,USA,1400000.0,Drama,1997,Jeremy Irons,137,R,Fresh,68,25,22539.0,4,17,8
1413,The Doom Generation,USA,259319.0,Action,1995,James Duval,83,R,Rotten,47,34,9345.0,15,16,18
4598,Disconnect,USA,7435950.0,Drama,2012,Jason Bateman,115,R,Fresh,70,79,16205.0,29,55,24
3873,College Road Trip,USA,45588608.0,Adventure,2008,Raven-Symoné,83,G,Rotten,12,73,191376.0,26,9,64
3842,Ghost Town,USA,13214030.0,Comedy,2008,Ricky Gervais,102,PG-13,Certified Fresh,85,184,432916.0,46,156,28
652,Mo' Better Blues,USA,16153600.0,Drama,1990,Denzel Washington,129,R,Fresh,73,33,9400.0,10,24,9
3905,Sherlock Holmes,USA,209028679.0,Action,2009,Robert Downey Jr.,128,PG-13,Fresh,69,242,769180.0,52,168,74
1075,Look Who's Talking Now,USA,10340263.0,Comedy,1993,John Travolta,96,PG-13,Rotten,0,25,185860.0,7,0,25
1460,An Awfully Big Adventure,UK,258195.0,Comedy,1995,Hugh Grant,112,R,Rotten,36,14,5005.0,4,5,9
714,The Addams Family,USA,113502000.0,Comedy,1991,Anjelica Huston,99,PG-13,Fresh,63,46,315126.0,8,29,17
5061,Inside Out,USA,356461711.0,Animation,2015,Amy Poehler,95,PG-13,Rotten,25,12,396.0,7,3,9
4567,Killing Them Softly,USA,15026056.0,Crime,2012,Brad Pitt,97,R,Certified Fresh,73,225,121346.0,53,165,60
754,Bugsy,USA,49114016.0,Biography,1991,Warren Beatty,136,R,Certified Fresh,85,59,10198.0,16,50,9
1984,Get Real,UK,1200000.0,Comedy,1998,Ben Silverstone,108,R,Certified Fresh,79,47,8071.0,15,37,10
4204,Killers,USA,47059963.0,Action,2010,Katherine Heigl,100,PG-13,Rotten,10,107,139429.0,25,11,96
2558,Bride of the Wind,UK,419414.0,Biography,2001,Sarah Wynter,100,R,Rotten,11,64,1007.0,28,7,57
1297,The Glass Shield,France,3313633.0,Crime,1994,Michael Boatman,109,PG-13,Fresh,65,23,1210.0,8,15,8
3098,Eros,USA,188248.0,Drama,2004,Li Gong,104,R,Rotten,34,68,6061.0,26,23,45
4020,Youth in Revolt,USA,15281286.0,Comedy,2009,Michael Cera,90,R,Fresh,66,170,114577.0,42,112,58
1372,Cutthroat Island,USA,10017322.0,Action,1995,Geena Davis,124,PG-13,Rotten,38,40,21777.0,10,15,25
2957,Alexander,Germany,34297191.0,Action,2004,Colin Farrell,175,R,Rotten,16,204,237701.0,46,33,171
3734,The Reader,USA,34194407.0,Drama,2008,Kate Winslet,124,R,Fresh,63,201,206850.0,49,126,75
3326,The Fast and the Furious: Tokyo Drift,USA,62514415.0,Action,2006,Lucas Black,104,PG-13,Rotten,38,136,535861.0,40,51,85
4482,Django Unchained,USA,162805434.0,Drama,2012,Jamie Foxx,165,R,Certified Fresh,86,281,428344.0,52,243,38
3342,Step Up,USA,65328121.0,Crime,2006,Channing Tatum,104,PG-13,Rotten,20,105,615661.0,34,21,84
1113,Kika,Spain,2093370.0,Comedy,1993,Peter Coyote,114,R,Rotten,57,14,7253.0,6,8,6
1605,Jude,UK,405144.0,Drama,1996,Christopher Eccleston,123,R,Fresh,81,37,6861.0,13,30,7
5301,London Has Fallen,UK,62524260.0,Action,2016,Gerard Butler,99,R,Rotten,26,193,36801.0,36,51,142
144,RoboCop,USA,53424681.0,Action,1987,Peter Weller,102,PG-13,Rotten,49,211,127081.0,45,103,108
1260,Mixed Nuts,USA,6798240.0,Comedy,1994,Steve Martin,97,PG-13,Rotten,10,30,9710.0,7,3,27
5263,Collateral Beauty,USA,30982955.0,Drama,2016,Will Smith,97,PG-13,Rotten,14,179,22158.0,41,25,154
1356,Dolores Claiborne,USA,24361867.0,Crime,1995,Kathy Bates,132,R,Certified Fresh,84,43,30229.0,11,36,7
3937,A Single Man,USA,9166863.0,Drama,2009,Colin Firth,99,R,Certified Fresh,85,190,58164.0,46,162,28
2247,The Replacements,USA,44737059.0,Comedy,2000,Keanu Reeves,118,PG-13,Rotten,41,108,159738.0,32,44,64
3669,A Mighty Heart,USA,9176787.0,Biography,2007,Angelina Jolie,108,R,Certified Fresh,79,195,106637.0,58,154,41
3112,Serenity,USA,25514517.0,Action,2005,Nathan Fillion,119,R,Rotten,20,185,1311.0,40,37,148
3672,Towelhead,USA,371446.0,Drama,2007,Summer Bishil,116,R,Rotten,49,114,4580.0,39,56,58
307,Red Heat,USA,34994648.0,Action,1988,Arnold Schwarzenegger,104,R,Fresh,67,24,37007.0,6,16,8
517,Blaze,USA,19131246.0,Biography,1989,Paul Newman,120,R,Certified Fresh,95,88,,22,84,4
2056,Big Daddy,USA,163479795.0,Comedy,1999,Adam Sandler,93,PG-13,Rotten,40,93,1052103.0,27,37,56
5257,Leap!,France,12760985.0,Animation,2016,Elle Fanning,89,PG,Rotten,40,60,7127.0,20,24,36
4851,Concussion,UK,34531832.0,Biography,2015,Will Smith,123,PG-13,Rotten,59,198,32725.0,37,117,81
2631,Halloween: Resurrection,USA,30354442.0,Comedy,2002,Jamie Lee Curtis,94,R,Rotten,11,63,90350.0,16,7,56
1121,A Dangerous Woman,USA,1497222.0,Drama,1993,Debra Winger,102,R,Rotten,55,11,1231.0,3,6,5
3770,Defiance,USA,28644813.0,Action,2008,Daniel Craig,137,R,Rotten,57,183,251277.0,47,105,78
3265,The Perfect Man,USA,16247775.0,Comedy,2005,Hilary Duff,100,PG,Rotten,6,129,281756.0,39,8,121
5087,Bridge of Spies,USA,72313754.0,Drama,2015,Tom Hanks,142,PG-13,Certified Fresh,91,297,65243.0,55,270,27
3088,Dear Frankie,UK,1340891.0,Drama,2004,Emily Mortimer,105,PG-13,Certified Fresh,81,112,30704.0,36,91,21
782,Suburban Commando,USA,6948859.0,Action,1991,Hulk Hogan,90,PG,Rotten,15,13,20593.0,1,2,11
3025,Saved!,USA,8940582.0,Comedy,2004,Jena Malone,92,PG-13,Fresh,61,145,111595.0,40,88,57
5088,Steve Jobs,UK,17750583.0,Biography,2015,Michael Fassbender,122,R,Certified Fresh,86,306,42781.0,57,263,43
3686,Evening,USA,12406646.0,Drama,2007,Vanessa Redgrave,117,PG-13,Rotten,27,129,123707.0,44,35,94
2784,Peter Pan,UK,48462608.0,Adventure,2003,Jeremy Sumpter,113,G,Fresh,80,35,277881.0,6,28,7
2536,Made,USA,5308707.0,Comedy,2001,Vince Vaughn,95,R,Fresh,71,107,18423.0,34,76,31
1102,Matinee,USA,9532895.0,Comedy,1993,John Goodman,99,PG,Fresh,94,34,6999.0,4,32,2
333,Married to the Mob,USA,21486757.0,Comedy,1988,Michelle Pfeiffer,104,R,Fresh,89,37,8060.0,6,33,4
3158,Hard Candy,USA,1007962.0,Crime,2005,Patrick Wilson,104,R,Fresh,67,144,105867.0,41,97,47
3687,Rocket Science,USA,712391.0,Comedy,2007,Reece Thompson,101,R,Certified Fresh,84,111,20909.0,41,93,18
4054,Taking Woodstock,USA,7443007.0,Biography,2009,Demetri Martin,120,R,Rotten,48,182,252393.0,57,88,94
3917,The Girl with the Dragon Tattoo,USA,102515793.0,Crime,2011,Daniel Craig,158,R,Certified Fresh,86,243,118787.0,48,209,34
2786,House of 1000 Corpses,USA,12634962.0,Horror,2003,Sid Haig,89,R,Rotten,20,83,130708.0,16,17,66
126,Dream Lover,USA,256264.0,Drama,1993,James Spader,103,R,Rotten,57,14,926.0,2,8,6
3196,Thank You for Smoking,USA,24792061.0,Comedy,2005,Aaron Eckhart,92,R,Certified Fresh,86,179,258515.0,45,154,25
45,Hannah and Her Sisters,USA,40084041.0,Comedy,1986,Mia Farrow,107,PG-13,Certified Fresh,91,56,31029.0,15,51,5
4609,Girl Most Likely,USA,1378426.0,Comedy,2012,Kristen Wiig,103,PG-13,Rotten,22,94,12061.0,33,21,73
1131,Sugar Hill,USA,18272447.0,Drama,1993,Wesley Snipes,123,R,Rotten,20,10,6708.0,2,2,8
682,Ernest Goes to Jail,USA,25029569.0,Comedy,1990,Jim Varney,81,PG,Rotten,13,8,42682.0,0,1,7
2176,Snow Falling on Cedars,USA,14378353.0,Drama,1999,Ethan Hawke,127,PG-13,Rotten,40,91,8237.0,27,36,55
3705,Wanted,USA,134508551.0,Action,2008,Angelina Jolie,110,R,Certified Fresh,71,204,1546021.0,45,145,59
2460,Bubble Boy,USA,5002310.0,Adventure,2001,Jake Gyllenhaal,84,PG-13,Rotten,30,83,243504.0,21,25,58
3284,The Upside of Anger,USA,18761993.0,Comedy,2005,Joan Allen,100,R,Certified Fresh,74,183,29409.0,43,136,47
982,Simple Men,Italy,141554.0,Crime,1992,Robert John Burke,105,R,Fresh,91,11,3604.0,2,10,1
1244,Brainscan,Canada,4264509.0,Comedy,1994,Edward Furlong,96,R,Rotten,20,15,9931.0,2,3,12
5092,The Intern,USA,75764672.0,Comedy,2015,Robert De Niro,121,PG-13,Fresh,60,190,44998.0,43,114,76
3903,Friday the 13th,USA,65002019.0,Horror,2009,Jared Padalecki,97,R,Fresh,62,52,228895.0,6,32,20
1208,The River Wild,USA,46815748.0,Action,1994,Meryl Streep,111,PG-13,Rotten,56,32,46902.0,8,18,14
224,Suspect,USA,18782400.0,Crime,1987,Cher,121,R,Fresh,69,16,6772.0,1,11,5
990,The Living End,USA,692585.0,Comedy,1992,Mike Dytri,81,R,Rotten,57,7,2159.0,1,4,3
1264,Jason's Lyric,USA,20851521.0,Crime,1994,Allen Payne,120,R,Fresh,61,23,9136.0,9,14,9
2898,The Green Butchers,Denmark,2483.0,Comedy,2003,Nikolaj Lie Kaas,100,R,Fresh,63,27,5579.0,14,17,10
4357,A Dangerous Method,UK,5702083.0,Biography,2011,Michael Fassbender,99,R,Certified Fresh,78,184,27636.0,47,143,41
4693,Carrie,USA,35266619.0,Drama,2013,Chloë Grace Moretz,100,R,Certified Fresh,92,66,352882.0,13,61,5
1625,Alaska,USA,11567023.0,Adventure,1996,Thora Birch,109,PG,Rotten,18,11,10353.0,3,2,9
1956,Gods and Monsters,USA,6390032.0,Biography,1998,Ian McKellen,105,R,Certified Fresh,95,63,13084.0,14,60,3
2501,Hardball,USA,40219708.0,Drama,2001,Keanu Reeves,106,PG-13,Rotten,40,101,55350.0,29,40,61
168,Overboard,USA,26713187.0,Comedy,1987,Goldie Hawn,106,PG-13,Rotten,24,87,2146.0,26,21,66
1309,Squanto: A Warrior's Tale,USA,3337685.0,Adventure,1994,Adam Beach,102,PG,Fresh,60,10,2352.0,2,6,4
2834,Bringing Down the House,USA,132716677.0,Comedy,2003,Steve Martin,105,PG-13,Rotten,34,149,379148.0,36,50,99
1148,Mr. Wonderful,USA,3125424.0,Comedy,1993,Matt Dillon,98,PG-13,Rotten,52,21,3364.0,7,11,10
1506,That Thing You Do!,USA,25809813.0,Comedy,1996,Tom Hanks,108,PG,Certified Fresh,93,57,126447.0,19,53,4
355,The Milagro Beanfield War,USA,13825794.0,Comedy,1988,Rubén Blades,117,R,Rotten,55,29,3490.0,8,16,13
3836,Chaos Theory,USA,237958.0,Comedy,2008,Ryan Reynolds,87,PG-13,Rotten,31,59,12601.0,24,18,41
1939,One True Thing,USA,23245840.0,Drama,1998,Meryl Streep,127,R,Certified Fresh,89,61,9626.0,20,54,7
3251,Boogeyman,USA,46752382.0,Drama,2005,Barry Watson,89,R,Rotten,13,89,261583.0,15,12,77
1494,Mission: Impossible,USA,180981856.0,Action,1996,Tom Cruise,110,PG-13,Fresh,63,57,867099.0,21,36,21
112,A Fine Mess,USA,6029824.0,Action,1986,Ted Danson,90,PG,Rotten,33,6,2079.0,2,2,4
2125,Human Traffic,UK,104257.0,Comedy,1999,John Simm,99,R,Rotten,59,29,33164.0,9,17,12
3824,The Brothers Bloom,USA,3519627.0,Adventure,2008,Rachel Weisz,114,PG-13,Fresh,68,156,91191.0,42,106,50
5076,Black Mass,USA,62575678.0,Biography,2015,Johnny Depp,123,R,Certified Fresh,73,280,55480.0,52,204,76
1085,Dave,USA,63270710.0,Comedy,1993,Kevin Kline,110,PG-13,Certified Fresh,95,59,42774.0,21,56,3
3293,Asylum,UK,374903.0,Drama,2005,Natasha Richardson,99,R,Rotten,36,90,11434.0,27,32,58
846,Hear My Song,Ireland,4313173.0,Comedy,1991,Ned Beatty,100,R,Fresh,90,29,623.0,12,26,3
2936,Van Helsing,USA,120177084.0,Action,2004,Hugh Jackman,131,PG-13,Rotten,24,224,608934.0,43,53,171
3657,Cassandra's Dream,USA,971561.0,Crime,2007,Colin Farrell,108,PG-13,Rotten,46,116,121955.0,37,53,63
2574,Little Secrets,USA,405182.0,Comedy,2001,Evan Rachel Wood,96,PG,Fresh,60,48,7928.0,17,29,19
2951,Finding Neverland,USA,51680613.0,Biography,2004,Johnny Depp,106,PG,Certified Fresh,82,205,465352.0,46,169,36
1781,Mr. Magoo,USA,21382456.0,Adventure,1997,Leslie Nielsen,87,PG,Rotten,7,29,35932.0,10,2,27
3219,The Fog,USA,29511112.0,Horror,2005,Tom Welling,100,R,Certified Fresh,76,55,49403.0,6,42,13
2369,Sordid Lives,USA,1111273.0,Comedy,2000,Delta Burke,111,R,Rotten,37,27,3422.0,9,10,17
3019,Vanity Fair,USA,16136476.0,Drama,2004,Reese Witherspoon,141,PG-13,Rotten,51,171,48716.0,44,87,84
465,The War of the Roses,USA,86888546.0,Comedy,1989,Michael Douglas,116,R,Fresh,85,39,40797.0,9,33,6
4343,Abduction,USA,28087155.0,Action,2011,Taylor Lautner,106,PG-13,Rotten,5,107,44641.0,24,5,102
1901,A Night at the Roxbury,USA,30324946.0,Comedy,1998,Chris Kattan,82,PG-13,Rotten,11,55,362797.0,11,6,49
